Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Latitude,Longitude,user id,product id,Interaction type,Date,Heure,Month
36,54,Male,Blouse,Clothing,33,Massachusetts,M,Cyan,Summer,4.0,Yes,2-Day Shipping,Yes,Yes,48,Credit Card,Bi-Weekly,42.3736,-71.1097,36.0,0b6ee0084290e441d87cd5db35cdabb3,like,2023-11-14,08:00:00,2023-11
112,26,Male,Belt,Accessories,75,Massachusetts,L,Purple,Summer,5.0,Yes,Free Shipping,Yes,Yes,9,Credit Card,Annually,42.3736,-71.1097,112.0,79e3041db1ebd4fdd038c9d2cf0ef04e,like,2023-12-10,08:00:00,2023-12
115,70,Male,Coat,Outerwear,95,Massachusetts,S,Blue,Summer,3.7,Yes,Store Pickup,Yes,Yes,9,Cash,Weekly,42.3736,-71.1097,115.0,99da793d9f8a083c04df9911ceb60715,like,2023-10-15,08:00:00,2023-10
182,32,Male,Pants,Clothing,61,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4,Bank Transfer,Weekly,42.3736,-71.1097,182.0,3faff4d14cfff86305b80201b1ace0db,view,2023-12-21,08:00:00,2023-12
217,43,Male,Shorts,Clothing,61,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly,42.3736,-71.1097,217.0,3b56dd2a0da42e866058761279d61c19,view,2023-01-23,10:00:00,2023-01
313,38,Male,Pants,Clothing,89,Massachusetts,L,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6,PayPal,Annually,42.3736,-71.1097,313.0,52a31da0589eb4f53ff09a214636874e,like,2023-04-29,10:00:00,2023-04
339,69,Male,Hoodie,Clothing,79,Massachusetts,M,Silver,Winter,3.5,Yes,Express,Yes,Yes,16,Cash,Weekly,42.3736,-71.1097,339.0,d9ec7333c69f7bd2511982a9f9cd9c80,view,2023-05-25,10:00:00,2023-05
600,51,Male,Boots,Footwear,26,Massachusetts,L,Teal,Spring,4.2,Yes,Standard,Yes,Yes,27,Debit Card,Every 3 Months,42.3736,-71.1097,600.0,d62b181f28e36fafe787b890ae215a9e,purchase,2023-10-22,08:00:00,2023-10
604,31,Male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Every 3 Months,42.3736,-71.1097,604.0,3c755f43a9e8250eca55f0d29b72122a,purchase,2023-10-26,08:00:00,2023-10
629,69,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,29,Credit Card,Monthly,42.3736,-71.1097,629.0,39b096aef3779c21449759292009397b,view,2023-11-20,08:00:00,2023-11
686,70,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,Yes,Yes,32,Cash,Fortnightly,42.3736,-71.1097,686.0,6e93ad0f9f9f357694e6f4e139ea1f2b,view,2023-01-14,10:00:00,2023-01
692,60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,Yes,37,PayPal,Bi-Weekly,42.3736,-71.1097,692.0,7d456d8ab59114a291d759a236e88dff,like,2023-12-10,08:00:00,2023-12
710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,Yes,23,Debit Card,Monthly,42.3736,-71.1097,710.0,48fde5021b815d533c97037a5ca2f8fa,view,2023-10-30,08:00:00,2023-10
731,48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,Yes,Yes,28,Venmo,Fortnightly,42.3736,-71.1097,731.0,0eb841a3dca04b0cb96a433bf4460ee1,like,2023-11-20,08:00:00,2023-11
754,47,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Store Pickup,Yes,Yes,27,Venmo,Quarterly,42.3736,-71.1097,754.0,e1dfce2d1dde3638b90e8239e194da78,purchase,2023-12-13,08:00:00,2023-12
759,66,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,2-Day Shipping,Yes,Yes,39,Bank Transfer,Every 3 Months,42.3736,-71.1097,759.0,774882770c29f099941ca4f463f073cd,like,2023-12-18,08:00:00,2023-12
779,29,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Store Pickup,Yes,Yes,23,Debit Card,Annually,42.3736,-71.1097,779.0,0f360728a5a4b8374722b472a97fbe70,purchase,2023-05-01,10:00:00,2023-05
827,54,Male,Dress,Clothing,94,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,Yes,Yes,36,PayPal,Weekly,42.3736,-71.1097,827.0,b5d3dcd9857209923e9d91671c9b5424,purchase,2023-11-26,08:00:00,2023-11
852,35,Male,Sandals,Footwear,86,Massachusetts,M,Red,Summer,2.9,Yes,Express,Yes,Yes,19,Debit Card,Monthly,42.3736,-71.1097,852.0,efedfe4e17ed2d8728f0e4b823eb4348,like,2023-12-21,08:00:00,2023-12
1022,55,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,42.3736,-71.1097,1022.0,442073b684773539900e9e3d83c269b3,purchase,2023-11-17,08:00:00,2023-11
1056,70,Male,Jacket,Outerwear,27,Massachusetts,M,Orange,Spring,3.3,No,Next Day Air,Yes,Yes,24,Debit Card,Annually,42.3736,-71.1097,1056.0,82673f21da0abffa6111157f956a7aa7,like,2023-08-11,08:00:00,2023-08
1106,33,Male,T-shirt,Clothing,83,Massachusetts,S,Olive,Spring,3.0,No,Next Day Air,Yes,Yes,6,Venmo,Every 3 Months,42.3736,-71.1097,1106.0,1763011eedcd521cb4a2ecdba91468b4,like,2023-12-28,08:00:00,2023-12
1124,36,Male,Hat,Accessories,67,Massachusetts,S,Purple,Fall,2.5,No,Store Pickup,Yes,Yes,38,Cash,Monthly,42.3736,-71.1097,1124.0,32ea158d11c254ffe70c18bbc02dcd48,view,2023-01-13,10:00:00,2023-01
1136,65,Male,Skirt,Clothing,90,Massachusetts,L,Peach,Winter,3.6,No,2-Day Shipping,Yes,Yes,32,Bank Transfer,Quarterly,42.3736,-71.1097,1136.0,b39a86552a90880f6a4cb561b1c17a86,like,2023-10-10,08:00:00,2023-10
1253,28,Male,Sandals,Footwear,41,Massachusetts,L,Magenta,Fall,4.0,No,Standard,Yes,Yes,8,Cash,Quarterly,42.3736,-71.1097,1253.0,020300b51cf11dc22402428652e6f505,view,2023-02-02,10:00:00,2023-02
1381,51,Male,Sneakers,Footwear,35,Massachusetts,S,Beige,Winter,4.6,No,Standard,Yes,Yes,41,Cash,Fortnightly,42.3736,-71.1097,1381.0,198897f1a96df539c604a42576682123,like,2023-01-24,10:00:00,2023-01
1484,39,Male,Jewelry,Accessories,61,Massachusetts,S,Yellow,Summer,4.7,No,Next Day Air,Yes,Yes,12,Debit Card,Bi-Weekly,42.3736,-71.1097,1484.0,5d9deab155648e3d0323a6da319210f8,purchase,2023-01-18,10:00:00,2023-01
1503,37,Male,Pants,Clothing,66,Massachusetts,M,Black,Summer,3.2,No,Store Pickup,Yes,Yes,20,Cash,Fortnightly,42.3736,-71.1097,1503.0,eeb1b7b2efa9252e8bff2b695e69c55c,like,2023-10-13,08:00:00,2023-10
1525,22,Male,Socks,Clothing,76,Massachusetts,L,Pink,Summer,4.4,No,Free Shipping,Yes,Yes,6,Cash,Bi-Weekly,42.3736,-71.1097,1525.0,80ff0796c0092c1586bd27850c345666,like,2023-04-11,08:00:00,2023-04
1629,45,Male,Dress,Clothing,64,Massachusetts,S,Teal,Winter,3.1,No,Next Day Air,Yes,Yes,7,Cash,Monthly,42.3736,-71.1097,1629.0,9fad01ce8396e1c30c7c5b2ace92a954,view,2023-10-30,08:00:00,2023-10
1638,35,Male,Dress,Clothing,21,Massachusetts,M,Peach,Spring,3.5,No,Next Day Air,Yes,Yes,32,Venmo,Fortnightly,42.3736,-71.1097,1638.0,1c6ed1caecaa64b8420885e45d2c1e1e,like,2023-08-11,08:00:00,2023-08
1680,60,Male,Dress,Clothing,52,Massachusetts,S,Black,Fall,4.5,No,Next Day Air,No,No,24,Debit Card,Bi-Weekly,42.3736,-71.1097,1680.0,27640bc5fcad8b7cda0ab643690474ee,like,2023-12-20,08:00:00,2023-12
1721,25,Male,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,No,Express,No,No,40,Debit Card,Bi-Weekly,42.3736,-71.1097,1721.0,5df3810bd29f85ff9cc29eb68931e31f,purchase,2023-01-28,10:00:00,2023-01
1723,46,Male,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,No,Standard,No,No,14,Cash,Fortnightly,42.3736,-71.1097,1723.0,e64a53366663e381be58e165eb5ec782,like,2023-01-30,10:00:00,2023-01
1726,45,Male,Sunglasses,Accessories,33,Massachusetts,M,Indigo,Spring,3.0,No,Next Day Air,No,No,32,Venmo,Quarterly,42.3736,-71.1097,1726.0,3bebc3b64d33b21f884595b70079fd50,like,2023-02-02,10:00:00,2023-02
1755,66,Male,Dress,Clothing,93,Massachusetts,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,18,Credit Card,Fortnightly,42.3736,-71.1097,1755.0,909a0b4dd56439cfb197c85a95995079,view,2023-03-03,10:00:00,2023-03
1961,57,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.3,No,2-Day Shipping,No,No,40,Credit Card,Annually,42.3736,-71.1097,1961.0,f32351c5db4efa4cc153e957b0b4e399,like,2023-12-22,08:00:00,2023-12
1979,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,No,No,1,Cash,Quarterly,42.3736,-71.1097,1979.0,1d8afc2fb1d7d4372d01b816c0a60ea2,like,2023-07-01,10:00:00,2023-07
2018,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,No,No,42,Bank Transfer,Every 3 Months,42.3736,-71.1097,2018.0,e5cb592aa35346dac65e174cd16c55fb,like,2023-10-31,08:00:00,2023-10
2052,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,No,14,Credit Card,Monthly,42.3736,-71.1097,2052.0,e88505e82d23e47e5ef7c46654a74b48,view,2023-04-12,08:00:00,2023-04
2073,39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Next Day Air,No,No,22,Bank Transfer,Weekly,42.3736,-71.1097,2073.0,4285ad91504a0a6f14e86b768dff789a,like,2023-12-25,08:00:00,2023-12
2091,51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,No,No,21,Debit Card,Monthly,42.3736,-71.1097,2091.0,38d4b6932d4a0924c0170099dc03e649,like,2023-10-01,10:00:00,2023-10
2159,19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,No,9,Bank Transfer,Fortnightly,42.3736,-71.1097,2159.0,c8af9b4adc75e7346bc1c5fa20306224,purchase,2023-03-19,10:00:00,2023-03
2244,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,No,13,Debit Card,Annually,42.3736,-71.1097,2244.0,62283c8b51067cd4579ba96e81ea9d2f,like,2023-12-06,10:00:00,2023-12
2499,18,Male,Coat,Outerwear,39,Massachusetts,S,Green,Fall,2.6,No,Next Day Air,No,No,38,Cash,Fortnightly,42.3736,-71.1097,2499.0,ee0873676d8857ac11de2a6691f31b21,like,2023-11-14,08:00:00,2023-11
2501,59,Male,Gloves,Accessories,84,Massachusetts,M,Violet,Fall,2.9,No,Store Pickup,No,No,32,Cash,Bi-Weekly,42.3736,-71.1097,2501.0,6e951ee5203ef7d30cd80763d2479086,view,2023-11-16,08:00:00,2023-11
2523,20,Male,Belt,Accessories,53,Massachusetts,S,Olive,Winter,2.5,No,2-Day Shipping,No,No,20,Debit Card,Weekly,42.3736,-71.1097,2523.0,198ad0dfddaa103b63a59b3cfe7e6927,purchase,2023-08-12,08:00:00,2023-08
2531,25,Male,Skirt,Clothing,98,Massachusetts,S,Cyan,Spring,3.6,No,Free Shipping,No,No,28,Debit Card,Weekly,42.3736,-71.1097,2531.0,0b6a7f82423adc3388dcd93cee99ebfc,view,2023-12-16,08:00:00,2023-12
2540,33,Male,Sandals,Footwear,73,Massachusetts,M,Purple,Fall,4.1,No,Next Day Air,No,No,24,Cash,Bi-Weekly,42.3736,-71.1097,2540.0,71befde4d32c097983cca75c01ef3ae1,like,2023-12-25,08:00:00,2023-12
2564,69,Male,Backpack,Accessories,81,Massachusetts,XL,Gray,Winter,4.5,No,Standard,No,No,1,Venmo,Every 3 Months,42.3736,-71.1097,2564.0,398a7d0f271c24fb5ff9b225f571d76f,purchase,2023-01-16,10:00:00,2023-01
2581,43,Male,Jeans,Clothing,29,Massachusetts,S,Turquoise,Summer,3.6,No,Store Pickup,No,No,13,Bank Transfer,Quarterly,42.3736,-71.1097,2581.0,b3d4673d57a5c8001042c135bb7a2fb1,view,2023-02-02,10:00:00,2023-02
2624,49,Male,Shoes,Footwear,76,Massachusetts,M,Gold,Fall,4.8,No,Next Day Air,No,No,38,Cash,Annually,42.3736,-71.1097,2624.0,5bd054861267c74ecb614587093e3726,like,2023-03-17,10:00:00,2023-03
2682,23,Female,Shoes,Footwear,23,Massachusetts,L,Olive,Summer,4.8,No,Standard,No,No,17,Debit Card,Monthly,42.3736,-71.1097,2682.0,6142efec03ff35d2505882cb62d2a1c4,purchase,2023-05-14,10:00:00,2023-05
2794,37,Female,Boots,Footwear,57,Massachusetts,M,Silver,Spring,3.1,No,Standard,No,No,27,Debit Card,Bi-Weekly,42.3736,-71.1097,2794.0,ee93fb52dd47c886c969ea95421ada65,like,2023-03-09,10:00:00,2023-03
4,21,Male,Sandals,Footwear,90,Rhode Island,M,Maroon,Spring,3.5,Yes,Next Day Air,Yes,Yes,49,PayPal,Weekly,41.6762,-71.5562,4.0,18018b6bc416dab347b1b7db79994afa,view,2023-10-13,08:00:00,2023-10
16,64,Male,Skirt,Clothing,81,Rhode Island,M,Teal,Winter,2.8,Yes,Store Pickup,Yes,Yes,8,PayPal,Monthly,41.6762,-71.5562,16.0,d1ac6d805fcdf75f9e00af611dd03ce4,like,2023-10-25,08:00:00,2023-10
20,66,Male,Pants,Clothing,90,Rhode Island,M,Green,Summer,3.3,Yes,Standard,Yes,Yes,46,Debit Card,Bi-Weekly,41.6762,-71.5562,20.0,fd71391871b94ead84733bc272dd5886,purchase,2023-10-29,08:00:00,2023-10
208,62,Male,Gloves,Accessories,91,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly,41.6762,-71.5562,208.0,067feff8d867690cd1e496a645a88516,view,2023-01-14,10:00:00,2023-01
228,50,Male,Jeans,Clothing,90,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly,41.6762,-71.5562,228.0,3ace0bf66d966fd622f6b46f025bd478,like,2023-03-02,10:00:00,2023-03
246,49,Male,Sandals,Footwear,53,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,Fortnightly,41.6762,-71.5562,246.0,891db9b404384c144c8f7821ec997c35,purchase,2023-02-21,10:00:00,2023-02
312,69,Male,Jeans,Clothing,52,Rhode Island,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,41.6762,-71.5562,312.0,2244b6a3a3c80cf3d148eb7b09d0e193,like,2023-04-28,10:00:00,2023-04
337,36,Male,Hat,Accessories,81,Rhode Island,S,Orange,Fall,4.4,Yes,Express,Yes,Yes,16,PayPal,Annually,41.6762,-71.5562,337.0,27633cffdf413fc07e6849da45f9d3e6,like,2023-05-23,10:00:00,2023-05
361,51,Male,Pants,Clothing,30,Rhode Island,M,Teal,Summer,3.0,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly,41.6762,-71.5562,361.0,7944411699d80e83681914a7c74732cc,purchase,2023-06-16,10:00:00,2023-06
396,37,Male,Sneakers,Footwear,65,Rhode Island,L,Brown,Winter,4.9,Yes,Store Pickup,Yes,Yes,2,PayPal,Annually,41.6762,-71.5562,396.0,98218fdaa910a1aaac79601fa7dc2329,like,2023-07-21,10:00:00,2023-07
458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,Yes,48,Debit Card,Every 3 Months,41.6762,-71.5562,458.0,4b0f70af46f6e939e6166a6dd5eeb125,like,2023-09-21,10:00:00,2023-09
500,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Express,Yes,Yes,24,PayPal,Monthly,41.6762,-71.5562,500.0,564de1b79313706db506e3d5f06aa4d3,view,2023-10-31,08:00:00,2023-10
621,33,Male,Backpack,Accessories,89,Rhode Island,M,Black,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Every 3 Months,41.6762,-71.5562,621.0,8d78447af25f8b12fa76ad2617898627,view,2023-12-11,08:00:00,2023-12
734,45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,Yes,20,Debit Card,Bi-Weekly,41.6762,-71.5562,734.0,598412ef90f2f3c391013fb10943130e,view,2023-11-23,08:00:00,2023-11
760,51,Male,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,Yes,Next Day Air,Yes,Yes,25,Credit Card,Fortnightly,41.6762,-71.5562,760.0,944f2d3b608153c864dfc923451a8e16,purchase,2023-12-19,08:00:00,2023-12
789,50,Male,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Quarterly,41.6762,-71.5562,789.0,8d00e15b704a0ba2f86ea3dc4527b367,purchase,2023-10-19,08:00:00,2023-10
900,65,Male,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,4.0,Yes,Standard,Yes,Yes,20,PayPal,Annually,41.6762,-71.5562,900.0,e329aca09247a5959f1980d6ab66ad1c,like,2023-04-11,08:00:00,2023-04
1038,52,Male,Jewelry,Accessories,25,Rhode Island,XL,Brown,Spring,3.4,Yes,Standard,Yes,Yes,48,Debit Card,Quarterly,41.6762,-71.5562,1038.0,97234d1266893b950ca56a7438d1f50b,like,2023-10-21,08:00:00,2023-10
1278,19,Male,Blouse,Clothing,97,Rhode Island,L,Green,Spring,5.0,No,Express,Yes,Yes,5,Venmo,Quarterly,41.6762,-71.5562,1278.0,2fd83c504ed75a51dd26d6ac7332c303,purchase,2023-10-15,08:00:00,2023-10
1309,59,Male,Dress,Clothing,38,Rhode Island,L,Red,Summer,4.4,No,Next Day Air,Yes,Yes,14,Credit Card,Every 3 Months,41.6762,-71.5562,1309.0,92ca2e763f1ca3196fc973b72436f34b,purchase,2023-11-15,08:00:00,2023-11
1329,37,Male,Sweater,Clothing,97,Rhode Island,M,Orange,Winter,3.7,No,Standard,Yes,Yes,40,Bank Transfer,Weekly,41.6762,-71.5562,1329.0,382b34c16b333a3e0ae9b1380db4cd3c,view,2023-05-12,08:00:00,2023-05
1342,26,Male,Hoodie,Clothing,27,Rhode Island,XL,Yellow,Fall,2.9,No,Standard,Yes,Yes,31,Bank Transfer,Quarterly,41.6762,-71.5562,1342.0,714d239536bbdbb5b4b52bb6c9dfc29f,purchase,2023-12-18,08:00:00,2023-12
1476,44,Male,Blouse,Clothing,61,Rhode Island,M,Teal,Spring,4.0,No,Express,Yes,Yes,24,Cash,Monthly,41.6762,-71.5562,1476.0,3c013d40f5e3dfed59e30da88a13bc3d,view,2023-10-01,10:00:00,2023-10
1496,45,Male,Jewelry,Accessories,23,Rhode Island,M,Brown,Winter,4.5,No,Next Day Air,Yes,Yes,6,PayPal,Weekly,41.6762,-71.5562,1496.0,9c9cb64435e7a35be891583c80ebf809,view,2023-01-30,10:00:00,2023-01
1733,45,Male,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,No,Free Shipping,No,No,36,Cash,Every 3 Months,41.6762,-71.5562,1733.0,6ad4a56d16294c5aae2704787d9343b4,like,2023-09-02,10:00:00,2023-09
1803,57,Male,Shorts,Clothing,96,Rhode Island,L,Turquoise,Winter,2.6,No,Store Pickup,No,No,31,Venmo,Bi-Weekly,41.6762,-71.5562,1803.0,c861aeecfedeae2fdb7ceb38b0215e3e,like,2023-04-20,10:00:00,2023-04
1807,58,Male,Handbag,Accessories,67,Rhode Island,M,Green,Fall,3.9,No,Standard,No,No,24,Venmo,Annually,41.6762,-71.5562,1807.0,55b36bca7b34bdb19a5c4ec8c0415144,purchase,2023-04-24,10:00:00,2023-04
1856,60,Male,Shirt,Clothing,76,Rhode Island,XL,Teal,Spring,4.7,No,Standard,No,No,9,Cash,Annually,41.6762,-71.5562,1856.0,9943ed318747991fd9c21f72c370f966,purchase,2023-12-06,10:00:00,2023-12
2050,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,No,15,Venmo,Annually,41.6762,-71.5562,2050.0,614629a31cdf050dc538017b190d2217,like,2023-02-12,08:00:00,2023-02
2116,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,No,16,Bank Transfer,Bi-Weekly,41.6762,-71.5562,2116.0,833bdbd20fe847305e8e6a9a272f9eff,purchase,2023-04-02,10:00:00,2023-04
2125,47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Next Day Air,No,No,22,Venmo,Quarterly,41.6762,-71.5562,2125.0,5ed72711ae91219fbb247211dd037675,purchase,2023-02-13,10:00:00,2023-02
2173,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,No,6,PayPal,Fortnightly,41.6762,-71.5562,2173.0,7f7f3c89ace07cfda7da33b851579115,like,2023-02-04,10:00:00,2023-02
2204,53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,No,32,Cash,Quarterly,41.6762,-71.5562,2204.0,df40019c1753355b36ec060597b05565,purchase,2023-03-05,10:00:00,2023-03
2249,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,No,19,PayPal,Fortnightly,41.6762,-71.5562,2249.0,06882592ab421a06cfa517f611f8bf3c,purchase,2023-06-17,10:00:00,2023-06
2345,34,Male,Sandals,Footwear,92,Rhode Island,XL,Lavender,Fall,3.5,No,Express,No,No,14,Venmo,Bi-Weekly,41.6762,-71.5562,2345.0,f4dd1487fbbfd6ec42808d12a11111ea,like,2023-09-21,10:00:00,2023-09
2384,53,Male,Backpack,Accessories,72,Rhode Island,L,Gold,Spring,4.9,No,2-Day Shipping,No,No,25,Bank Transfer,Annually,41.6762,-71.5562,2384.0,039f6034efafb110a048ff2acb8aec7f,like,2023-08-11,08:00:00,2023-08
2505,56,Male,Shorts,Clothing,94,Rhode Island,M,Turquoise,Winter,4.0,No,Store Pickup,No,No,31,Cash,Bi-Weekly,41.6762,-71.5562,2505.0,da61e7fde68a5fa0c95d11f40d796fca,view,2023-11-20,08:00:00,2023-11
2527,47,Male,Shorts,Clothing,28,Rhode Island,S,Peach,Spring,3.4,No,Express,No,No,30,PayPal,Bi-Weekly,41.6762,-71.5562,2527.0,c59ca5ebebc20fada333b978335bb5d0,view,2023-12-12,08:00:00,2023-12
2627,50,Male,Jacket,Outerwear,46,Rhode Island,XL,Silver,Fall,4.2,No,Express,No,No,30,Credit Card,Every 3 Months,41.6762,-71.5562,2627.0,589798851f3a702be1446fd0a6250846,view,2023-03-20,10:00:00,2023-03
2754,69,Female,Gloves,Accessories,59,Rhode Island,M,Beige,Spring,3.6,No,Next Day Air,No,No,48,PayPal,Quarterly,41.6762,-71.5562,2754.0,0ea882ea633b2b13890b8aaf659b823e,like,2023-07-25,10:00:00,2023-07
2789,56,Female,Boots,Footwear,92,Rhode Island,M,Olive,Summer,3.1,No,Free Shipping,No,No,2,Credit Card,Annually,41.6762,-71.5562,2789.0,a92a8f8ad237dc4771a78cc63429c27c,purchase,2023-08-29,10:00:00,2023-08
2799,52,Female,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,4.8,No,Store Pickup,No,No,37,PayPal,Weekly,41.6762,-71.5562,2799.0,84e97654fe50b2cc416e323ce7e449f2,purchase,2023-08-09,10:00:00,2023-08
2861,28,Female,Shirt,Clothing,38,Rhode Island,M,Gold,Spring,2.9,No,Next Day Air,No,No,49,Bank Transfer,Weekly,41.6762,-71.5562,2861.0,85b125c1ebd9363d900de122bfb4f9ea,view,2023-11-20,08:00:00,2023-11
2884,22,Female,Socks,Clothing,48,Rhode Island,XL,Silver,Spring,3.2,No,Standard,No,No,10,PayPal,Weekly,41.6762,-71.5562,2884.0,94c16bb21348fbc2b240007f2f4d122d,purchase,2023-12-13,08:00:00,2023-12
2990,46,Female,Belt,Accessories,20,Rhode Island,XL,Teal,Summer,4.3,No,2-Day Shipping,No,No,6,Credit Card,Weekly,41.6762,-71.5562,2990.0,e62eae151fdaeb1d39616bc2e0d4593a,view,2023-10-12,08:00:00,2023-10
5,45,Male,Blouse,Clothing,49,Oregon,M,Turquoise,Spring,2.7,Yes,Free Shipping,Yes,Yes,31,PayPal,Annually,43.8041,-120.5542,5.0,e04b990e95bf73bbe6a3fa09785d7cd0,like,2023-10-14,08:00:00,2023-10
245,53,Male,Belt,Accessories,42,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,43.8041,-120.5542,245.0,f014ccef100ac3121c4522e693fa737f,purchase,2023-02-20,10:00:00,2023-02
273,48,Male,Jewelry,Accessories,26,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly,43.8041,-120.5542,273.0,92450364e622ad81cbb50ebae1157e68,view,2023-03-20,10:00:00,2023-03
304,20,Male,Sandals,Footwear,60,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly,43.8041,-120.5542,304.0,507f45a97083f6f8ae4fb0fd11963d32,purchase,2023-04-20,10:00:00,2023-04
305,40,Male,Dress,Clothing,84,Oregon,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly,43.8041,-120.5542,305.0,bb8abd646e2df22707d58d6270d4d0a4,view,2023-04-21,10:00:00,2023-04
336,20,Male,Sweater,Clothing,85,Oregon,L,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,44,Venmo,Every 3 Months,43.8041,-120.5542,336.0,f70e028050eb2d24a8d58873ff1d7fa7,like,2023-05-22,10:00:00,2023-05
348,36,Male,Sandals,Footwear,41,Oregon,L,Red,Fall,3.9,Yes,Store Pickup,Yes,Yes,43,PayPal,Fortnightly,43.8041,-120.5542,348.0,a9120f43a7645d15d502315dd97c640b,purchase,2023-03-06,10:00:00,2023-03
356,37,Male,Jewelry,Accessories,42,Oregon,XL,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months,43.8041,-120.5542,356.0,af52cdd7cde02264eeb511188b53ec09,like,2023-11-06,10:00:00,2023-11
371,59,Male,Scarf,Accessories,34,Oregon,M,Olive,Winter,3.4,Yes,Express,Yes,Yes,13,PayPal,Weekly,43.8041,-120.5542,371.0,940e3cb2f317465975d3eb84d5b5b705,purchase,2023-06-26,10:00:00,2023-06
