Customer ID,Age,Gender,Item Purchased,product_category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,product id,Interaction type,Date,Heure,Month,Product Name,customer_category,Selling Price,Model Number,Image,Product Url,Is Amazon Seller,Sub Category,Shipping Weight (lbs),Length,Width,Height
45,39,Male,Hat,Accessories,53,Kentucky,S,Silver,Summer,4.6,Yes,Free Shipping,Yes,Yes,45,PayPal,Weekly,dbf306088532d98d12f7da924cb4e87b,like,2023-11-23,08:00:00,2023-11,"Disney's Alice in Wonderland, ""The Hatter's Mad"" Woven Tapestry Throw Blanket, 48"" x 60"", Multi Color",Home & Kitchen,35.0,1AWL/05100/0005/RET,https://images-na.ssl-images-amazon.com/images/I/61cQuMg%2BzRL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Disneys-Wonderland-Hatters-Tapestry-Blanket/dp/B07DR4ZNLF,Y,Throws,1.64,60.0,48.0,0.1
46,50,Male,Socks,Clothing,21,Tennessee,XL,Indigo,Fall,2.9,Yes,2-Day Shipping,Yes,Yes,25,PayPal,Annually,437d953bb394e40c86873504d40e1b44,like,2023-11-24,08:00:00,2023-11,Pacific Play Tent Agility Dog Training Chute,Pet Supplies,37.98,90001,26 x 26 x 3 inches  10.2 ounces,Unknown,Unknown,Tunnels,27.0,26.0,26.0,3.0
47,57,Male,Shirt,Clothing,43,California,L,White,Summer,2.9,Yes,Store Pickup,Yes,Yes,45,Cash,Quarterly,e84e6e3a05a6fc610ff155b851fa1713,purchase,2023-11-25,08:00:00,2023-11,Barbie Babysitters Inc. Popcorn Set,Toys & Games,9.93,FHY90,https://images-na.ssl-images-amazon.com/images/I/41NtDcWj7SL.jpg|https://images-na.ssl-images-amazon.com/images/I/51zoEkZm90L.jpg|https://images-na.ssl-images-amazon.com/images/I/51yp76vvWrL.jpg|https://images-na.ssl-images-amazon.com/images/I/41QEb8lvOdL.jpg|https://images-na.ssl-images-amazon.com/images/I/41lm7ZYBMML.jpg|https://images-na.ssl-images-amazon.com/images/I/41gUjZldJjL.jpg|https://images-na.ssl-images-amazon.com/images/I/41NVB4yvW4L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Barbie-Babysitters-Inc-Popcorn-Set/dp/B0756J82GW,Y,Dolls,5.6,2.1,5.0,12.8
48,55,Male,Jewelry,Accessories,54,Montana,M,Charcoal,Winter,4.5,Yes,Free Shipping,Yes,Yes,36,Cash,Weekly,54f37f5ba4be7549cdf4a945bf1bdaad,view,2023-11-26,08:00:00,2023-11,"Losi Ride Height Gauge, LOSA99173",Toys & Games,11.99,LOSA99173,https://images-na.ssl-images-amazon.com/images/I/31aySv2AslL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Team-Losi-Ride-Height-Gauge/dp/B001IKVO1U,Y,Remote & App Controlled Vehicle Parts,0.32,4.3,4.0,1.3
49,42,Male,Shirt,Clothing,55,Nevada,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,Yes,38,Cash,Monthly,4f41e104e3332ef045a90d8a294ffbd5,like,2023-11-27,08:00:00,2023-11,Melissa & Doug Disney Cinderella Rags to Riches Wooden Magnetic Game With 10 Magnetic Pieces and Wand,Toys & Games,11.12,7189,https://images-na.ssl-images-amazon.com/images/I/61Dh3Liw2dL.jpg|https://images-na.ssl-images-amazon.com/images/I/41vXktBhBpL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Melissa-Doug-Disney-Cinderella-Magnetic/dp/B00P2SL9JG,Y,Learning & Education,15.2,0.8,11.8,8.6
50,68,Male,Hoodie,Clothing,30,New Jersey,S,Indigo,Spring,4.6,Yes,Next Day Air,Yes,Yes,34,Debit Card,Bi-Weekly,a6c9ec0ff537edf9736f99b3ca993506,purchase,2023-11-28,08:00:00,2023-11,VTech Twist and Hug Koala Rattle,Toys & Games,7.99,80-513200,https://images-na.ssl-images-amazon.com/images/I/41rulumRSTL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Q3PJ9aoaL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ZuCI2XiwL.jpg|https://images-na.ssl-images-amazon.com/images/I/4119Qg5nZTL.jpg|https://images-na.ssl-images-amazon.com/images/I/41NQCjWkogL.jpg|https://images-na.ssl-images-amazon.com/images/I/41p4XJCWaDL.jpg|https://images-na.ssl-images-amazon.com/images/I/41znMsplIUL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/VTech-Twist-Hug-Koala-Rattle/dp/B07GXMCWT5,Y,Electronic Learning Toys,8.5,2.2,6.3,5.9
51,49,Male,Blouse,Clothing,28,Maryland,M,Red,Spring,3.7,Yes,Store Pickup,Yes,Yes,39,Debit Card,Bi-Weekly,2d835e536f3e4aed4005091fe3955ebb,purchase,2023-11-29,08:00:00,2023-11,"LAMO 5"" Vinyl Figure - Legacy Gamers Dr Disrespect, Red",Unknown,19.5,29006,https://images-na.ssl-images-amazon.com/images/I/41gD5AyOeNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41fEVG-LshL.jpg|https://images-na.ssl-images-amazon.com/images/I/51wUFtbIxmL.jpg|https://images-na.ssl-images-amazon.com/images/I/41LLxEznX6L.jpg|https://images-na.ssl-images-amazon.com/images/I/41imbD0WUOL.jpg|https://images-na.ssl-images-amazon.com/images/I/41kJk9KT0HL.jpg|https://images-na.ssl-images-amazon.com/images/I/519bnC2K86L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/LAMO-Vinyl-Figure-Legacy-Disrespect/dp/B07VMHS625,Y,Unknown,8.0,5.0,5.2,7.0
52,59,Male,Skirt,Clothing,59,Vermont,XL,Gray,Winter,4.7,Yes,2-Day Shipping,Yes,Yes,7,Credit Card,Quarterly,82be0dec20a875155a066440ef111310,view,2023-11-30,08:00:00,2023-11,"Marvel Avengers Assemble Captain America Costume T-Shirt with Mask, Small","Clothing, Shoes & Jewelry",10.36,620029_S,https://images-na.ssl-images-amazon.com/images/I/41V2T9EMMJL.jpg|https://images-na.ssl-images-amazon.com/images/I/415SzB9YT3L.jpg|https://images-na.ssl-images-amazon.com/images/I/51I1fFrEGlL.jpg|https://images-na.ssl-images-amazon.com/images/I/41FRydmHcrL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Avengers-Assemble-Captain-America-Costume/dp/B00HA4YVH2,Y,T-Shirts,5.0,18.0,12.0,3.0
54,29,Male,Skirt,Clothing,24,Mississippi,S,Peach,Winter,3.9,Yes,Next Day Air,Yes,Yes,35,Credit Card,Weekly,74c5d3de523d24384aa913b71d29689b,view,2023-02-12,08:00:00,2023-02,"Mudpuppy Unicorn Magic Activity Coloring Roll, Age 4+, Creative Fun with Coloring, Mazes, Spot The Difference and More, Includes 5 Colored Pencils, Easy to Store Unicorn Paper Roll",Toys & Games,6.99,9780740000000,https://images-na.ssl-images-amazon.com/images/I/41-DrZEjVaL.jpg|https://images-na.ssl-images-amazon.com/images/I/31D7KElW8PL.jpg|https://images-na.ssl-images-amazon.com/images/I/51KszLLINML.jpg|https://images-na.ssl-images-amazon.com/images/I/41mFtTGzT2L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Mudpuppy-Unicorn-Magic-Activity-Roll/dp/0735353913,Y,Arts & Crafts,2.08,8.2,2.5,2.5
55,47,Male,Coat,Outerwear,94,New Mexico,M,Brown,Summer,4.2,Yes,Next Day Air,Yes,Yes,35,Debit Card,Bi-Weekly,43a663416f7a8325321942235dfa6ef7,purchase,2023-03-12,08:00:00,2023-03,Top Trumps Liverpool FC 18/19 Card Game,Toys & Games,6.11,5528059,https://images-na.ssl-images-amazon.com/images/I/41M2zyAIx0L.jpg|https://images-na.ssl-images-amazon.com/images/I/51oA5m2mYgL.jpg|https://images-na.ssl-images-amazon.com/images/I/51L4qCx2--L.jpg|https://images-na.ssl-images-amazon.com/images/I/51d4nj4AdrL.jpg|https://images-na.ssl-images-amazon.com/images/I/51s6kFHLC%2BL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Top-Trumps-Liverpool-Card-Game/dp/B07L9K5VDS,Y,Card Games,3.52,3.5,0.5,5.5
57,41,Male,Backpack,Accessories,73,Mississippi,XL,Brown,Summer,4.7,Yes,Store Pickup,Yes,Yes,46,Credit Card,Weekly,c4c4257e9c0a5257ed3affae5c568aae,like,2023-05-12,08:00:00,2023-05,"Wild Republic Mermaid Toy, Slap Bracelet, Gifts for Kids, Purple, Huggers 12""",Unknown,7.99,21403,https://images-na.ssl-images-amazon.com/images/I/41GhLOkqL4L.jpg|https://images-na.ssl-images-amazon.com/images/I/41OWF6sLpNL.jpg|https://images-na.ssl-images-amazon.com/images/I/410q0qrFbAL.jpg|https://images-na.ssl-images-amazon.com/images/I/51dgM2gVWxL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Wild-Republic-Mermaid-Bracelet-Huggers/dp/B07B9VVHWN,Y,Unknown,1.92,4.0,0.2,12.0
59,69,Male,Hoodie,Clothing,54,Missouri,M,Charcoal,Summer,4.2,Yes,Free Shipping,Yes,Yes,29,Venmo,Monthly,52c1091bb950f7466507179ac0bcbb86,like,2023-07-12,08:00:00,2023-07,"LeapFrog LeapStart Preschool 4-in-1 Activity Book Bundle with ABC, Shapes & Colors, Math, Animals",Toys & Games,38.33,80-489400,https://images-na.ssl-images-amazon.com/images/I/615u%2Bwxoh6L.jpg|https://images-na.ssl-images-amazon.com/images/I/51i3Ftoj6ML.jpg|https://images-na.ssl-images-amazon.com/images/I/51WpNtxqWNL.jpg|https://images-na.ssl-images-amazon.com/images/I/51eX7YHwuLL.jpg|https://images-na.ssl-images-amazon.com/images/I/51qVRynt3xL.jpg|https://images-na.ssl-images-amazon.com/images/I/51UkFL66JoL.jpg|https://images-na.ssl-images-amazon.com/images/I/514u3QCLTrL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/LeapFrog-LeapStart-Preschool-Activity-Animals/dp/B071FH42VT,Y,Electronic Learning Toys,2.0,7.5,1.5,7.0
60,63,Male,Belt,Accessories,79,Louisiana,L,Yellow,Spring,4.6,Yes,Standard,Yes,Yes,4,Debit Card,Weekly,cb7fc27339298ae31485ce70a774f6cb,like,2023-08-12,08:00:00,2023-08,Sherlock Holmes - The Challenge of Irene Adler,Toys & Games,16.43,VRGGNA07,https://images-na.ssl-images-amazon.com/images/I/41%2BC4DiNNKL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Sherlock-Holmes-Challenge-Irene-Adler/dp/0999769863,Y,Games & Accessories,12.6,8.5,6.0,0.5
61,50,Male,Sweater,Clothing,37,Idaho,L,Brown,Summer,4.0,Yes,Express,Yes,Yes,17,Cash,Weekly,5483f67f50a97a8dd7f404f80eab75e1,purchase,2023-09-12,08:00:00,2023-09,Great Eastern Entertainment Boys Attack On Titan - Levi Wallet,"Clothing, Shoes & Jewelry",24.53,80310,https://images-na.ssl-images-amazon.com/images/I/51zGt6JwRKL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Great-Eastern-Entertainment-Attack-Titan/dp/B00T3NJ9WU,Y,Wallets,1.6,4.2,3.8,1.5
62,55,Male,Scarf,Accessories,68,Texas,M,Orange,Winter,4.7,Yes,Store Pickup,Yes,Yes,21,Credit Card,Every 3 Months,ce9fd24e5a2b750d26c861da26ca283c,view,2023-10-12,08:00:00,2023-10,Domez My Hero Academia 4-Piece Bundle,Toys & Games,19.99,DMZ0579,https://images-na.ssl-images-amazon.com/images/I/415Z5w-asgL.jpg|https://images-na.ssl-images-amazon.com/images/I/41aLMT9AvLL.jpg|https://images-na.ssl-images-amazon.com/images/I/31bgZ3YpQdL.jpg|https://images-na.ssl-images-amazon.com/images/I/31aWAznSuHL.jpg|https://images-na.ssl-images-amazon.com/images/I/31GJWayEoGL.jpg|https://images-na.ssl-images-amazon.com/images/I/41C8qkAJRuL.jpg|https://images-na.ssl-images-amazon.com/images/I/31RWZGioiVL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Domez-Hero-Academia-4-Piece-Bundle/dp/B07Y91KCN8,Y,Action Figures,6.2,2.0,2.0,3.0
63,30,Male,Sneakers,Footwear,21,Mississippi,S,Magenta,Spring,3.8,Yes,Free Shipping,Yes,Yes,31,Credit Card,Fortnightly,ee4f7424fcbf4e3767bd0018e4c3e1d3,like,2023-11-12,08:00:00,2023-11,"Paw Patrol, Mighty Pups Charged Up Chase’s Deluxe Vehicle with Lights and Sounds",Toys & Games,14.99,6058005,https://images-na.ssl-images-amazon.com/images/I/41mzdeHA09L.jpg|https://images-na.ssl-images-amazon.com/images/I/514JQcGWPNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41FE0zMn4VL.jpg|https://images-na.ssl-images-amazon.com/images/I/41zlXuYjOOL.jpg|https://images-na.ssl-images-amazon.com/images/I/51YJpBh2EnL.jpg|https://images-na.ssl-images-amazon.com/images/I/51VcG4Z1o-L.jpg|https://images-na.ssl-images-amazon.com/images/I/814RgjdsVbL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Paw-Patrol-Mighty-Charged-Vehicle/dp/B07WHLYW7F,Y,Baby & Toddler Toys,12.0,3.8,8.0,6.5
64,33,Male,Sunglasses,Accessories,79,Arizona,L,Lavender,Winter,2.7,Yes,2-Day Shipping,Yes,Yes,43,Credit Card,Weekly,a837eca35fd596cd19b7c5601a1342bc,purchase,2023-12-12,08:00:00,2023-12,Alex Discover Button Art Activity Set Kids Art and Craft Activity,Toys & Games,11.42,1408,https://images-na.ssl-images-amazon.com/images/I/51n0cTKvgWL.jpg|https://images-na.ssl-images-amazon.com/images/I/51aAoqC2NGL.jpg|https://images-na.ssl-images-amazon.com/images/I/512Ri%2BS3PLL.jpg|https://images-na.ssl-images-amazon.com/images/I/51tPCCW981L.jpg|https://images-na.ssl-images-amazon.com/images/I/61TZcV9P0ZL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/ALEX-Discover-Button-Art-Activity/dp/B003AP4JPE,Y,Sorting & Stacking Toys,1.54,12.0,12.0,12.2
65,65,Male,Boots,Footwear,83,Alabama,S,Green,Fall,4.8,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly,b4358a38037a7e7fbcd7fe16970e7bff,purchase,2023-12-13,08:00:00,2023-12,DC Collectibles DCTV: Black Lightning Resin Statue,Toys & Games,17.75,DEC170420,https://images-na.ssl-images-amazon.com/images/I/41vJ5amvKeL.jpg|https://images-na.ssl-images-amazon.com/images/I/31tr4qwqZmL.jpg|https://images-na.ssl-images-amazon.com/images/I/31-%2BMGqJASL.jpg|https://images-na.ssl-images-amazon.com/images/I/31sgD4%2B0HlL.jpg|https://images-na.ssl-images-amazon.com/images/I/51HbaURPW8L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/DC-Collectibles-DCTV-Lightning-Statue/dp/B077SCH3B2,Y,Statues,3.7,3.0,3.0,12.4
67,31,Male,Blouse,Clothing,94,Pennsylvania,S,Magenta,Winter,4.7,Yes,2-Day Shipping,Yes,Yes,3,Venmo,Every 3 Months,ca1066833c4acdb86c6f8d1e151d651e,like,2023-12-15,08:00:00,2023-12,Funko Pop! Rides: Mulan - Mulan On Khan,Toys & Games,28.74,45324,https://images-na.ssl-images-amazon.com/images/I/41UEjHYEc9L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Funko-Pop-Rides-Mulan-Khan/dp/B07W45KR12,Y,Action Figures,8.0,3.0,4.0,5.0
68,45,Male,Coat,Outerwear,33,Connecticut,L,Gray,Winter,4.4,Yes,Store Pickup,Yes,Yes,49,Debit Card,Monthly,88f6235d5f16bcaf83a9fd886bfdd565,view,2023-12-16,08:00:00,2023-12,Flaghouse Chrome Bowling Ball Ramp,Unknown,114.57,9972,https://images-na.ssl-images-amazon.com/images/I/51en-fIzrZL.jpg|https://images-na.ssl-images-amazon.com/images/I/51%2BDKfCi%2B8L.jpg|https://images-na.ssl-images-amazon.com/images/I/41lJ5ulb1YL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Flaghouse-Chrome-Bowling-Ball-Ramp/dp/B007Y76T3O,Y,Unknown,8.8,62.0,26.0,25.0
69,57,Male,Handbag,Accessories,46,Utah,L,Silver,Summer,3.9,Yes,Next Day Air,Yes,Yes,21,Cash,Every 3 Months,37ec1604ef5bdfaaafd75a1bbaf5ec91,like,2023-12-17,08:00:00,2023-12,"Trends International DC Comics Movie-Batman v Superman Wall Poster, 14.725"" x 22.375"", Premium Unframed",Toys & Games,17.49,POD14611S,https://images-na.ssl-images-amazon.com/images/I/41k0qqZyyeL.jpg|https://images-na.ssl-images-amazon.com/images/I/51CJs1F%2BDtL.jpg|https://images-na.ssl-images-amazon.com/images/I/517N3XyHxDL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Trends-International-Movie-Batman-Superman-Unframed/dp/B07ZGDW3L5,Y,Action Figures,0.48,22.4,14.7,0.1
70,48,Male,Belt,Accessories,70,Tennessee,S,Cyan,Summer,4.4,Yes,Express,Yes,Yes,5,Cash,Weekly,a7a21a6b83ba70d2910c44d73b6b7725,like,2023-12-18,08:00:00,2023-12,"Aurora World Sweet and Softer Perky Penguin 9.5"" Plush",Toys & Games,12.29,3395,https://images-na.ssl-images-amazon.com/images/I/51zEr1BhvpL.jpg|https://images-na.ssl-images-amazon.com/images/I/51-uVCBgWbL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Aurora-World-Sweet-Softer-Penguin/dp/B00B4WJB26,Y,Stuffed Animals & Teddy Bears,10.4,6.0,6.0,10.0
71,22,Male,Belt,Accessories,29,Alabama,M,Magenta,Fall,4.2,Yes,Express,Yes,Yes,32,Debit Card,Every 3 Months,18bf3174cb5fcba9e72702c927019cb3,purchase,2023-12-19,08:00:00,2023-12,Baby Alive Luv 'n Snuggle Baby Doll Blond,Toys & Games,9.27,A5841223,https://images-na.ssl-images-amazon.com/images/I/41wqBSDd2AL.jpg|https://images-na.ssl-images-amazon.com/images/I/51iRTfdtvuL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Baby-Alive-Snuggle-Doll-Blond/dp/B00RGGGCCQ,Y,Dolls,14.4,5.0,12.0,6.0
72,36,Male,Dress,Clothing,48,Virginia,L,Gold,Summer,2.9,Yes,Express,Yes,Yes,34,Bank Transfer,Annually,27006457c5a1578ed9d45ff737055656,view,2023-12-20,08:00:00,2023-12,Mega Construx Welliewishers Playful Playhouse Buildable Playset,Toys & Games,22.99,FFC49,https://images-na.ssl-images-amazon.com/images/I/51mrb%2BpfB-L.jpg|https://images-na.ssl-images-amazon.com/images/I/61ZfWZ6oIQL.jpg|https://images-na.ssl-images-amazon.com/images/I/51WW52wv53L.jpg|https://images-na.ssl-images-amazon.com/images/I/413YJqQonNL.jpg|https://images-na.ssl-images-amazon.com/images/I/416g6iO8arL.jpg|https://images-na.ssl-images-amazon.com/images/I/518Fl2hradL.jpg|https://images-na.ssl-images-amazon.com/images/I/51csCM4XWAL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Mega-Construx-Welliewishers-Playhouse-Buildable/dp/B01N5QY3A1,Y,Playsets,1.05,2.3,12.8,10.3
73,18,Male,Dress,Clothing,26,Georgia,M,Olive,Winter,2.9,Yes,Store Pickup,Yes,Yes,21,Bank Transfer,Every 3 Months,b2c24314887c92d7464a191f3c54de52,like,2023-12-21,08:00:00,2023-12,Aurora World Miyoni Poodle Pup Plush,Toys & Games,14.41,26276,https://images-na.ssl-images-amazon.com/images/I/51y8vchBQeL.jpg|https://images-na.ssl-images-amazon.com/images/I/51a4ssVGjYL.jpg|https://images-na.ssl-images-amazon.com/images/I/51T6EpUCMGL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Aurora-World-Miyoni-Poodle-Plush/dp/B01BKUF2WE,Y,Stuffed Animals & Teddy Bears,5.6,5.5,9.0,7.0
74,48,Male,Pants,Clothing,85,Hawaii,M,Teal,Spring,2.7,Yes,Free Shipping,Yes,Yes,43,Bank Transfer,Bi-Weekly,7b3118bcb208e06362ff2eb42d5b9b3c,purchase,2023-12-22,08:00:00,2023-12,"Squish-Dee-Lish Squishy Jumbo Toy, Squishies - Slow Rising Pup-Corn, Soft Kids Squishy Toys 86715",Toys & Games,4.3,B07GTGHV1M,https://images-na.ssl-images-amazon.com/images/I/512PubE6lhL.jpg|https://images-na.ssl-images-amazon.com/images/I/419IG%2BcmiYL.jpg|https://images-na.ssl-images-amazon.com/images/I/41kHMM8ISDL.jpg|https://images-na.ssl-images-amazon.com/images/I/41tMm7BJsKL.jpg|https://images-na.ssl-images-amazon.com/images/I/51nabBFEyvL.jpg|https://images-na.ssl-images-amazon.com/images/I/412Kma8g%2BTL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Squish-Dee-Lish-Squishy-Jumbo-Toy-Squishies/dp/B07GTGHV1M,Y,Miniatures,11.2,6.2,6.2,9.8
75,49,Male,Gloves,Accessories,58,Indiana,L,Violet,Spring,4.5,Yes,Express,Yes,Yes,3,Cash,Monthly,1195f9df08a6df42fdd8b1892c335889,purchase,2023-12-23,08:00:00,2023-12,"Mon AMI Pink Piglet Ballerina Designer Plush Doll, Exquisite Craftmanship, Premium Quality, Cuddling, Collecting & Playing Toy, Baby or Toddler Gift 18"", Multicolor",Toys & Games,34.49,75980 18IN,https://images-na.ssl-images-amazon.com/images/I/31nLwzUv6QL.jpg|https://images-na.ssl-images-amazon.com/images/I/31UrGE4ZiNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41RyDovAorL.jpg|https://images-na.ssl-images-amazon.com/images/I/41AT3daa4hL.jpg|https://images-na.ssl-images-amazon.com/images/I/51yVNTa4hCL.jpg|https://images-na.ssl-images-amazon.com/images/I/51pNuDh%2BQwL.jpg|https://images-na.ssl-images-amazon.com/images/I/41UU3Qk2HpL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Monami-75980-18IN-Ballerina-Multicolor/dp/B079C9N62W,Y,Plush Puppets,3.2,18.0,5.0,4.0
78,22,Male,Dress,Clothing,53,Delaware,L,Gold,Summer,3.3,Yes,Next Day Air,Yes,Yes,36,Debit Card,Fortnightly,7d223d7689e145d8d69392167b122a13,view,2023-12-26,08:00:00,2023-12,NECA - Teenage Mutant Ninja Turtles (1990 Movie) Prop Replica,Unknown,46.99,54066,https://images-na.ssl-images-amazon.com/images/I/41V7k5az2ZL.jpg|https://images-na.ssl-images-amazon.com/images/I/312Vj%2BKsznL.jpg|https://images-na.ssl-images-amazon.com/images/I/31nmLhO2q4L.jpg|https://images-na.ssl-images-amazon.com/images/I/41apYsDuf3L.jpg|https://images-na.ssl-images-amazon.com/images/I/41AlHAnoJxL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Lp%2BXLRWGL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/NECA-Teenage-Mutant-Turtles-Replica/dp/B078Y44XCM,Y,Unknown,1.5,3.5,13.0,3.5
79,50,Male,Skirt,Clothing,91,Nebraska,M,Maroon,Spring,4.7,Yes,Free Shipping,Yes,Yes,50,Venmo,Fortnightly,90fcab7631cbee136410014eea26a61d,like,2023-12-27,08:00:00,2023-12,Hansa Ostrich Baby Plush,Toys & Games,14.98,194674,https://images-na.ssl-images-amazon.com/images/I/31NKO4A-ztL.jpg|https://images-na.ssl-images-amazon.com/images/I/31h-qR%2Bcu4L.jpg|https://images-na.ssl-images-amazon.com/images/I/31eAtFUubaL.jpg|https://images-na.ssl-images-amazon.com/images/I/41aiVyJxbbL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Oe4JtkH9L.jpg|https://images-na.ssl-images-amazon.com/images/I/31%2Brmex-QdL.jpg|https://images-na.ssl-images-amazon.com/images/I/41QDtAWj2JL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/HANSA-194674-Hansa-Ostrich-Plush/dp/B005GJSF3E,Y,Plush Figures,3.04,9.4,3.9,7.8
81,19,Male,Sandals,Footwear,72,New York,XL,Blue,Summer,3.3,Yes,Store Pickup,Yes,Yes,24,Credit Card,Every 3 Months,1f25e0968f5ab9451c985211bdfe4e27,purchase,2023-01-01,00:00:00,2023-01,Mikasa VSO2000 FIVB Replica Volleyball,Sports & Outdoors,18.93,VSO2000,https://images-na.ssl-images-amazon.com/images/I/415B6M9Y59L.jpg|https://images-na.ssl-images-amazon.com/images/I/41e3OYW39rL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg,https://www.amazon.com/Mikasa-VSO2000-FIVB-Replica-Volleyball/dp/B00091PQOA,Y,Outdoor Volleyballs,1.0,8.5,8.3,7.8
